Gene::701	Pathway::PC7_6941
Gene::7324	Pathway::PC7_4688
Gene::1147	Pathway::PC7_4688
Gene::23112	Pathway::PC7_4688
Gene::5156	Pathway::PC7_7446
Gene::207	Pathway::PC7_2701
Gene::1977	Pathway::PC7_2907
Gene::2153	Pathway::PC7_4449
Gene::5621	Pathway::WP3286_r84312
Gene::60	Pathway::WP2272_r78594
Gene::6233	Pathway::PC7_3323
Gene::7341	Pathway::WP1742_r71700
Gene::5290	Pathway::PC7_1877
Gene::6513	Pathway::PC7_4211
Gene::22894	Pathway::PC7_6911
Gene::3265	Pathway::PC7_7506
Gene::1211	Pathway::PC7_5772
Gene::7307	Pathway::PC7_12073
Gene::5729	Pathway::WP98_r72088
Gene::55593	Pathway::WP1449_r81172
Gene::2812	Pathway::PC7_4042
Gene::1743	Pathway::PC7_2610
Gene::6229	Pathway::PC7_3963
Gene::10870	Pathway::PC7_4688
Gene::8698	Pathway::PC7_7652
Gene::5136	Pathway::PC7_6180
Gene::26986	Pathway::PC7_5327
Gene::57761	Pathway::PC7_1563
Gene::108	Pathway::PC7_4043
Gene::2033	Pathway::WP395_r79978
Gene::6667	Pathway::WP408_r78546
Gene::7088	Pathway::PC7_6569
Gene::3570	Pathway::PC7_4583
Gene::23162	Pathway::WP382_r79951
Gene::3134	Pathway::WP183_r81161
Gene::5073	Pathway::PC7_5330
Gene::5164	Pathway::PC7_6670
Gene::5362	Pathway::PC7_3084
Gene::5603	Pathway::PC7_7439
Gene::3005	Pathway::PC7_3962
Gene::80736	Pathway::PC7_7743
Gene::4116	Pathway::PC7_8343
Gene::8341	Pathway::PC7_2575
Gene::6348	Pathway::PC7_7439
Gene::8089	Pathway::PC7_2570
Gene::3148	Pathway::PC7_1531
Gene::5578	Pathway::WP2431_r84650
Gene::1975	Pathway::PC7_8332
Gene::5706	Pathway::PC7_11385
Gene::6201	Pathway::PC7_5324
Gene::79809	Pathway::PC7_7458
Gene::6159	Pathway::PC7_3772
Gene::3762	Pathway::PC7_5887
Gene::5347	Pathway::PC7_6519
Gene::10125	Pathway::WP382_r79951
Gene::6714	Pathway::WP2873_r79696
Gene::5716	Pathway::PC7_2951
Gene::7532	Pathway::PC7_3698
Gene::1565	Pathway::WP43_r84102
Gene::1592	Pathway::WP716_r83589
Gene::7091	Pathway::PC7_3278
Gene::5138	Pathway::PC7_4449
Gene::10858	Pathway::PC7_6432
Gene::92140	Pathway::WP2363_r84552
Gene::1933	Pathway::PC7_8331
Gene::4616	Pathway::PC7_12266
Gene::8968	Pathway::PC7_7272
Gene::140890	Pathway::WP411_r79980
Gene::26271	Pathway::PC7_5528
Gene::7076	Pathway::PC7_1536
Gene::11218	Pathway::PC7_4112
Gene::5328	Pathway::WP710_r79974
Gene::4999	Pathway::PC7_2278
Gene::10678	Pathway::PC7_5322
Gene::122042	Pathway::PC7_4044
Gene::6383	Pathway::PC7_4451
Gene::55257	Pathway::PC7_4308
Gene::3013	Pathway::PC7_5049
Gene::2074	Pathway::PC7_3349
Gene::4283	Pathway::PC7_4043
Gene::2066	Pathway::PC7_7448
Gene::4208	Pathway::WP382_r79951
Gene::3656	Pathway::PC7_4688
Gene::2535	Pathway::WP1544_r84696
Gene::10059	Pathway::PC7_1689
Gene::84172	Pathway::PC7_3682
Gene::6817	Pathway::WP697_r80025
Gene::1956	Pathway::PC7_7266
Gene::23511	Pathway::PC7_4771
Gene::3654	Pathway::PC7_8054
Gene::208	Pathway::PC7_7482
Gene::23275	Pathway::PC7_6540
Gene::113	Pathway::PC7_7444
Gene::119391	Pathway::PC7_3017
Gene::5599	Pathway::WP262_r84487
Gene::5688	Pathway::PC7_6875
Gene::5425	Pathway::WP466_r79981
Gene::942	Pathway::PC7_7446
Gene::9968	Pathway::PC7_6203
Gene::10392	Pathway::PC7_4741
Gene::4001	Pathway::PC7_5531
Gene::6351	Pathway::PC7_7439
Gene::6233	Pathway::PC7_8709
Gene::4615	Pathway::WP2324_r78487
Gene::8346	Pathway::PC7_5530
Gene::5054	Pathway::PC7_3278
Gene::1384	Pathway::PC7_5326
Gene::8824	Pathway::PC7_3362
Gene::6874	Pathway::PC7_6799
Gene::1003	Pathway::PC7_1573
Gene::10427	Pathway::PC7_5157
Gene::5885	Pathway::PC7_5531
Gene::2784	Pathway::PC7_1691
Gene::8365	Pathway::PC7_2529
Gene::5706	Pathway::PC7_1858
Gene::627	Pathway::WP2431_r84650
Gene::2264	Pathway::PC7_4741
Gene::168002	Pathway::PC7_7795
Gene::2261	Pathway::PC7_2925
Gene::57144	Pathway::WP51_r79977
Gene::8331	Pathway::PC7_2529
Gene::6382	Pathway::PC7_4414
Gene::5296	Pathway::PC7_6994
Gene::4792	Pathway::PC7_8288
Gene::5523	Pathway::WP399_r79474
Gene::5295	Pathway::PC7_8665
Gene::2113	Pathway::WP23_r79985
Gene::151648	Pathway::PC7_5533
Gene::6155	Pathway::PC7_8712
Gene::2534	Pathway::WP585_r80201
Gene::5601	Pathway::PC7_8058
Gene::2890	Pathway::PC7_4215
Gene::6288	Pathway::PC7_8058
Gene::5707	Pathway::PC7_11385
Gene::5580	Pathway::PC7_7496
Gene::8480	Pathway::PC7_2907
Gene::9972	Pathway::PC7_5322
Gene::9365	Pathway::PC7_7262
Gene::23451	Pathway::PC7_8609
Gene::10654	Pathway::PC7_1550
Gene::8878	Pathway::WP2884_r83041
Gene::3717	Pathway::PC7_3328
Gene::4887	Pathway::PC7_7439
Gene::3679	Pathway::WP306_r80308
Gene::5594	Pathway::WP244_r78506
Gene::4088	Pathway::PC7_3322
Gene::1294	Pathway::PC7_4762
Gene::578	Pathway::WP254_r84652
Gene::2966	Pathway::PC7_8678
Gene::3021	Pathway::PC7_5530
Gene::91662	Pathway::WP1433_r83527
Gene::4886	Pathway::WP24_r79999
Gene::128312	Pathway::PC7_3682
Gene::9064	Pathway::WP382_r79951
Gene::8823	Pathway::PC7_3325
Gene::805	Pathway::PC7_4751
Gene::8341	Pathway::WP410_r84683
Gene::4318	Pathway::PC7_3084
Gene::2065	Pathway::PC7_3697
Gene::2475	Pathway::WP2870_r79555
Gene::203859	Pathway::PC7_8339
Gene::134429	Pathway::PC7_5322
Gene::9294	Pathway::WP26_r79950
Gene::79718	Pathway::PC7_3278
Gene::5699	Pathway::PC7_5049
Gene::6776	Pathway::PC7_3325
Gene::10274	Pathway::PC7_5531
Gene::56301	Pathway::WP2895_r79216
Gene::1366	Pathway::PC7_8276
Gene::93611	Pathway::PC7_1672
Gene::1303	Pathway::PC7_2670
Gene::8970	Pathway::PC7_3682
Gene::1022	Pathway::PC7_3348
Gene::50855	Pathway::PC7_7491
Gene::4803	Pathway::WP706_r80056
Gene::81559	Pathway::PC7_2623
Gene::7781	Pathway::PC7_8352
Gene::3303	Pathway::PC7_6911
Gene::487	Pathway::PC7_8339
Gene::983	Pathway::PC7_4107
Gene::5967	Pathway::WP619_r71168
Gene::207	Pathway::PC7_8665
Gene::2556	Pathway::PC7_4965
Gene::6403	Pathway::PC7_6514
Gene::1026	Pathway::PC7_7024
Gene::9196	Pathway::PC7_6543
Gene::4329	Pathway::PC7_2117
Gene::10252	Pathway::PC7_7439
Gene::6232	Pathway::PC7_3774
Gene::6755	Pathway::PC7_3992
Gene::9631	Pathway::PC7_2907
Gene::55558	Pathway::PC7_7421
Gene::6009	Pathway::WP2377_r80437
Gene::2773	Pathway::WP2032_r79960
Gene::10603	Pathway::PC7_4745
Gene::11183	Pathway::PC7_7851
Gene::5686	Pathway::PC7_6877
Gene::341418	Pathway::PC7_7457
Gene::57820	Pathway::WP1984_r82941
Gene::347468	Pathway::PC7_4043
Gene::3708	Pathway::PC7_6461
Gene::83637	Pathway::PC7_6876
Gene::3361	Pathway::PC7_2620
Gene::7366	Pathway::PC7_5322
Gene::283162	Pathway::PC7_7439
Gene::23244	Pathway::PC7_7024
Gene::6168	Pathway::PC7_4085
Gene::9252	Pathway::PC7_5560
Gene::7296	Pathway::PC7_5322
Gene::6295	Pathway::PC7_3280
Gene::1738	Pathway::PC7_2610
Gene::2778	Pathway::PC7_4754
Gene::5585	Pathway::PC7_6098
Gene::4085	Pathway::PC7_1127
Gene::6452	Pathway::WP23_r79985
Gene::5440	Pathway::PC7_8710
Gene::6169	Pathway::PC7_5324
Gene::9688	Pathway::PC7_5534
Gene::3619	Pathway::PC7_2521
Gene::5706	Pathway::PC7_2518
Gene::5894	Pathway::PC7_3885
Gene::9112	Pathway::WP3594_r84573
Gene::255725	Pathway::PC7_6044
Gene::5610	Pathway::PC7_2907
Gene::2978	Pathway::PC7_3278
Gene::2538	Pathway::PC7_5322
Gene::53632	Pathway::PC7_12079
Gene::8858	Pathway::PC7_5330
Gene::2746	Pathway::PC7_1631
Gene::5829	Pathway::PC7_2526
Gene::213	Pathway::PC7_4335
Gene::2886	Pathway::PC7_7499
Gene::55970	Pathway::PC7_7435
Gene::7225	Pathway::PC7_6513
Gene::4436	Pathway::PC7_3277
Gene::5711	Pathway::PC7_11384
Gene::8793	Pathway::WP1772_r84701
Gene::4214	Pathway::PC7_6992
Gene::333932	Pathway::PC7_6072
Gene::56999	Pathway::PC7_3065
Gene::5879	Pathway::PC7_3360
Gene::1432	Pathway::PC7_8291
Gene::9252	Pathway::PC7_5051
Gene::6160	Pathway::PC7_5327
Gene::126410	Pathway::PC7_5322
Gene::113091	Pathway::PC7_4044
Gene::3115	Pathway::PC7_6128
Gene::7249	Pathway::PC7_7460
Gene::5691	Pathway::PC7_2518
Gene::51692	Pathway::PC7_8317
Gene::390649	Pathway::PC7_7439
Gene::6580	Pathway::PC7_5322
Gene::50937	Pathway::WP2858_r83015
Gene::8365	Pathway::PC7_1655
Gene::2967	Pathway::PC7_6797
Gene::1639	Pathway::PC7_4688
Gene::10692	Pathway::PC7_3992
Gene::60675	Pathway::WP3594_r84573
Gene::1849	Pathway::PC7_5987
Gene::23108	Pathway::PC7_1563
Gene::4915	Pathway::PC7_6542
Gene::10071	Pathway::PC7_6540
Gene::9181	Pathway::PC7_4043
Gene::79888	Pathway::PC7_3882
Gene::1901	Pathway::PC7_7439
Gene::51659	Pathway::PC7_7024
Gene::255631	Pathway::PC7_1178
Gene::2176	Pathway::PC7_3874
Gene::5291	Pathway::PC7_7447
Gene::2065	Pathway::PC7_7447
Gene::2212	Pathway::PC7_4741
Gene::11338	Pathway::PC7_4112
Gene::5296	Pathway::PC7_4741
Gene::3484	Pathway::PC7_8631
Gene::57171	Pathway::PC7_2100
Gene::79924	Pathway::PC7_2621
Gene::3066	Pathway::PC7_3803
Gene::9972	Pathway::PC7_6900
Gene::5599	Pathway::WP2374_r73668
Gene::1938	Pathway::WP1403_r79471
Gene::107	Pathway::PC7_7439
Gene::54872	Pathway::PC7_5330
Gene::83737	Pathway::PC7_2623
Gene::960	Pathway::PC7_6066
Gene::6392	Pathway::PC7_5322
Gene::117289	Pathway::PC7_6957
Gene::5742	Pathway::WP98_r72088
Gene::5265	Pathway::PC7_3852
Gene::1647	Pathway::WP2516_r84490
Gene::8567	Pathway::PC7_2535
Gene::3630	Pathway::PC7_3853
Gene::9440	Pathway::PC7_5326
Gene::2792	Pathway::PC7_8340
Gene::2979	Pathway::PC7_7439
Gene::81318	Pathway::PC7_4043
Gene::7249	Pathway::PC7_12078
Gene::652	Pathway::WP2804_r79882
Gene::27124	Pathway::PC7_4742
Gene::2632	Pathway::PC7_4207
Gene::8829	Pathway::PC7_8659
Gene::1520	Pathway::PC7_8310
Gene::10023	Pathway::WP363_r78571
Gene::3113	Pathway::PC7_2907
Gene::3654	Pathway::PC7_10442
Gene::53981	Pathway::PC7_6593
Gene::6232	Pathway::PC7_1552
Gene::4982	Pathway::WP2858_r83015
Gene::6776	Pathway::PC7_6616
Gene::10498	Pathway::PC7_5515
Gene::4141	Pathway::PC7_2912
Gene::283748	Pathway::PC7_1559
Gene::153090	Pathway::PC7_6892
Gene::2688	Pathway::PC7_6395
Gene::6675	Pathway::PC7_7764
Gene::1520	Pathway::PC7_3667
Gene::2115	Pathway::PC7_12267
Gene::55300	Pathway::PC7_5326
Gene::6534	Pathway::PC7_1623
Gene::7862	Pathway::PC7_4308
Gene::161	Pathway::PC7_5887
Gene::5591	Pathway::WP1530_r84694
Gene::2782	Pathway::PC7_3999
Gene::5023	Pathway::PC7_6515
Gene::256144	Pathway::PC7_4043
Gene::5692	Pathway::PC7_2520
Gene::8331	Pathway::PC7_7439
Gene::1936	Pathway::WP107_r78489
Gene::7479	Pathway::PC7_4044
Gene::1958	Pathway::WP3594_r84573
Gene::7334	Pathway::PC7_5561
Gene::4478	Pathway::PC7_6507
Gene::2255	Pathway::PC7_3819
Gene::5595	Pathway::PC7_6896
Gene::4793	Pathway::PC7_8057
Gene::11145	Pathway::PC7_6462
Gene::23236	Pathway::PC7_2373
Gene::57804	Pathway::PC7_6595
Gene::26127	Pathway::PC7_7451
Gene::5291	Pathway::PC7_5882
Gene::54821	Pathway::PC7_6189
Gene::26279	Pathway::PC7_1558
Gene::1500	Pathway::PC7_3360
Gene::3727	Pathway::WP382_r79951
Gene::7733	Pathway::PC7_4112
Gene::1404	Pathway::PC7_3777
Gene::4842	Pathway::PC7_4449
Gene::5582	Pathway::PC7_6180
Gene::5608	Pathway::PC7_5051
Gene::7316	Pathway::PC7_7443
Gene::5432	Pathway::PC7_8326
Gene::23239	Pathway::PC7_7475
Gene::5594	Pathway::WP23_r79985
Gene::4171	Pathway::PC7_5528
Gene::5683	Pathway::PC7_1563
Gene::7409	Pathway::PC7_6957
Gene::4654	Pathway::PC7_3084
Gene::9604	Pathway::WP138_r79958
Gene::3762	Pathway::PC7_4016
Gene::55676	Pathway::PC7_8856
Gene::387	Pathway::PC7_7423
Gene::6853	Pathway::PC7_3315
Gene::8361	Pathway::PC7_5534
Gene::3035	Pathway::PC7_4112
Gene::1294	Pathway::PC7_2670
Gene::257397	Pathway::WP1449_r81172
Gene::1289	Pathway::PC7_8681
Gene::2785	Pathway::PC7_1533
Gene::3765	Pathway::PC7_5890
Gene::10672	Pathway::PC7_6512
Gene::8334	Pathway::PC7_6315
Gene::2263	Pathway::WP1539_r79949
Gene::7514	Pathway::PC7_5530
Gene::8364	Pathway::PC7_5049
Gene::2776	Pathway::PC7_4449
Gene::4538	Pathway::PC7_5322
Gene::51534	Pathway::PC7_3278
Gene::1839	Pathway::PC7_6149
Gene::81857	Pathway::PC7_8328
Gene::8786	Pathway::WP536_r80211
Gene::857	Pathway::PC7_8667
Gene::5715	Pathway::PC7_7661
Gene::140687	Pathway::PC7_6540
Gene::64240	Pathway::PC7_967
Gene::7381	Pathway::PC7_5322
Gene::4361	Pathway::PC7_3319
Gene::5609	Pathway::PC7_3806
Gene::10400	Pathway::WP2533_r84117
Gene::57452	Pathway::PC7_6000
Gene::11243	Pathway::PC7_5527
Gene::22938	Pathway::PC7_3803
Gene::3551	Pathway::WP1584_r81779
Gene::6416	Pathway::PC7_6740
Gene::6901	Pathway::PC7_5517
Gene::84515	Pathway::PC7_5530
Gene::5983	Pathway::PC7_2521
Gene::995	Pathway::PC7_6191
Gene::10681	Pathway::PC7_4044
Gene::5781	Pathway::PC7_5772
Gene::4790	Pathway::PC7_4688
Gene::27330	Pathway::PC7_2335
Gene::5707	Pathway::PC7_11018
Gene::26523	Pathway::PC7_1563
Gene::5518	Pathway::PC7_7484
Gene::253558	Pathway::PC7_5322
Gene::3640	Pathway::PC7_4043
Gene::79172	Pathway::PC7_5530
Gene::5879	Pathway::PC7_5825
Gene::811	Pathway::PC7_5680
Gene::140850	Pathway::PC7_2064
Gene::2033	Pathway::PC7_6818
Gene::2626	Pathway::WP2853_r83014
Gene::63893	Pathway::PC7_4688
Gene::5594	Pathway::PC7_4449
Gene::8335	Pathway::PC7_4334
Gene::7112	Pathway::PC7_4740
Gene::10053	Pathway::PC7_5307
Gene::1020	Pathway::PC7_8431
Gene::6093	Pathway::WP1544_r84696
Gene::6208	Pathway::PC7_2469
Gene::1401	Pathway::WP15_r82705
Gene::5709	Pathway::PC7_2278
Gene::5894	Pathway::PC7_1163
Gene::6196	Pathway::PC7_7439
Gene::143471	Pathway::PC7_12274
Gene::23566	Pathway::PC7_2620
Gene::55718	Pathway::PC7_6807
Gene::55534	Pathway::PC7_5783
Gene::391	Pathway::PC7_6957
Gene::79602	Pathway::WP1403_r79471
Gene::5581	Pathway::WP2012_r82900
Gene::11116	Pathway::PC7_5029
Gene::57045	Pathway::WP2857_r80151
Gene::87	Pathway::PC7_7721
Gene::3630	Pathway::PC7_4748
Gene::5295	Pathway::WP306_r80308
Gene::8805	Pathway::PC7_6876
Gene::4067	Pathway::WP2203_r78549
Gene::10111	Pathway::PC7_2949
Gene::10015	Pathway::PC7_4948
Gene::5245	Pathway::WP1984_r82941
Gene::9328	Pathway::PC7_8317
Gene::3146	Pathway::PC7_8057
Gene::2248	Pathway::PC7_7446
Gene::53829	Pathway::WP455_r81793
Gene::6565	Pathway::PC7_8339
Gene::5173	Pathway::PC7_7439
Gene::51422	Pathway::PC7_3671
Gene::1854	Pathway::PC7_5994
Gene::5689	Pathway::PC7_2952
Gene::5091	Pathway::PC7_2500
Gene::10454	Pathway::PC7_2170
Gene::4791	Pathway::PC7_2910
Gene::472	Pathway::PC7_6883
Gene::4790	Pathway::PC7_5558
Gene::387	Pathway::PC7_5893
Gene::129807	Pathway::PC7_5322
Gene::23511	Pathway::PC7_5985
Gene::5605	Pathway::PC7_3885
Gene::7321	Pathway::PC7_1672
Gene::5713	Pathway::PC7_4112
Gene::5688	Pathway::PC7_7484
Gene::1438	Pathway::PC7_4780
Gene::5609	Pathway::PC7_4741
Gene::5137	Pathway::PC7_7447
Gene::8655	Pathway::PC7_4011
Gene::8367	Pathway::PC7_2532
Gene::2652	Pathway::PC7_6053
Gene::1869	Pathway::PC7_2521
Gene::3443	Pathway::PC7_6885
Gene::3113	Pathway::PC7_5157
Gene::23112	Pathway::PC7_6157
Gene::834	Pathway::WP254_r84652
Gene::6134	Pathway::PC7_5330
Gene::51	Pathway::PC7_3882
Gene::10681	Pathway::PC7_4158
Gene::784	Pathway::PC7_5697
Gene::4543	Pathway::PC7_4044
Gene::1675	Pathway::PC7_4449
Gene::1977	Pathway::PC7_8358
Gene::6119	Pathway::PC7_5272
Gene::3845	Pathway::PC7_7463
Gene::1499	Pathway::PC7_2526
Gene::64682	Pathway::PC7_1127
Gene::4137	Pathway::WP2059_r82906
Gene::2776	Pathway::WP3594_r84573
Gene::929	Pathway::PC7_2076
Gene::79873	Pathway::PC7_5994
Gene::9475	Pathway::PC7_6189
Gene::411	Pathway::PC7_8227
Gene::6128	Pathway::PC7_7357
Gene::114971	Pathway::PC7_7745
Gene::5753	Pathway::WP437_r79266
Gene::8363	Pathway::PC7_2519
Gene::1558	Pathway::PC7_1693
Gene::3491	Pathway::PC7_2078
Gene::1965	Pathway::PC7_4112
Gene::128312	Pathway::PC7_2949
Gene::1553	Pathway::WP702_r73516
Gene::25800	Pathway::PC7_8856
Gene::2976	Pathway::PC7_6810
Gene::7270	Pathway::PC7_8317
Gene::3093	Pathway::PC7_5878
Gene::348158	Pathway::PC7_2677
Gene::808	Pathway::PC7_7625
Gene::84432	Pathway::PC7_6396
Gene::94233	Pathway::PC7_6053
Gene::8732	Pathway::PC7_8319
Gene::64223	Pathway::PC7_7439
Gene::771	Pathway::PC7_5322
Gene::466	Pathway::WP2332_r79525
Gene::2547	Pathway::PC7_6592
Gene::4054	Pathway::PC7_3649
Gene::170692	Pathway::PC7_3777
Gene::4308	Pathway::PC7_8066
Gene::6121	Pathway::WP716_r83589
Gene::7529	Pathway::PC7_7439
Gene::11093	Pathway::PC7_5330
Gene::5204	Pathway::PC7_6566
Gene::6751	Pathway::WP455_r81793
Gene::111	Pathway::PC7_6172
Gene::8243	Pathway::PC7_11234
Gene::6231	Pathway::PC7_8331
Gene::1605	Pathway::WP2118_r71265
Gene::3685	Pathway::PC7_4917
Gene::5578	Pathway::WP1471_r82750
Gene::6233	Pathway::PC7_7024
Gene::4153	Pathway::PC7_4739
Gene::2250	Pathway::PC7_7444
Gene::7280	Pathway::PC7_2685
Gene::2151	Pathway::PC7_8264
Gene::6004	Pathway::WP289_r81078
Gene::2209	Pathway::PC7_6896
Gene::162966	Pathway::PC7_4116
Gene::28962	Pathway::PC7_8339
Gene::23405	Pathway::WP411_r79980
Gene::94235	Pathway::PC7_8264
Gene::1326	Pathway::PC7_4820
Gene::11097	Pathway::PC7_8358
Gene::3107	Pathway::PC7_2907
Gene::4851	Pathway::WP2064_r79263
Gene::111	Pathway::PC7_1577
Gene::255626	Pathway::PC7_2529
Gene::222962	Pathway::PC7_7290
Gene::3682	Pathway::PC7_1602
Gene::8364	Pathway::PC7_5966
Gene::6794	Pathway::PC7_5322
Gene::8881	Pathway::PC7_2529
Gene::10762	Pathway::PC7_4366
Gene::22955	Pathway::PC7_2532
Gene::7442	Pathway::PC7_8066
Gene::2280	Pathway::PC7_7797
Gene::5588	Pathway::PC7_2440
Gene::805	Pathway::WP35_r79952
Gene::4926	Pathway::PC7_5529
Gene::4998	Pathway::PC7_6881
Gene::10242	Pathway::PC7_6515
Gene::6373	Pathway::PC7_7457
Gene::382	Pathway::PC7_7660
Gene::7057	Pathway::PC7_6000
Gene::9344	Pathway::WP382_r79951
Gene::23112	Pathway::PC7_6561
Gene::1727	Pathway::WP43_r84102
Gene::5565	Pathway::PC7_4662
Gene::5602	Pathway::PC7_8058
Gene::22943	Pathway::WP2853_r83014
Gene::1235	Pathway::WP455_r81793
Gene::7422	Pathway::PC7_1863
Gene::51333	Pathway::PC7_4112
Gene::83439	Pathway::PC7_11357
Gene::1741	Pathway::PC7_1535
Gene::1286	Pathway::PC7_2670
Gene::8431	Pathway::WP138_r79958
Gene::1386	Pathway::WP366_r84196
Gene::378807	Pathway::PC7_3901
Gene::5720	Pathway::PC7_6897
Gene::4060	Pathway::PC7_3777
Gene::57804	Pathway::PC7_4946
Gene::4803	Pathway::WP2380_r79953
Gene::7015	Pathway::PC7_8140
Gene::56950	Pathway::PC7_12271
Gene::4751	Pathway::PC7_5529
Gene::134	Pathway::PC7_3992
Gene::5520	Pathway::WP500_r63201
Gene::5595	Pathway::PC7_4771
Gene::7088	Pathway::PC7_3278
Gene::6464	Pathway::PC7_7795
Gene::7316	Pathway::PC7_1131
Gene::6233	Pathway::PC7_5529
Gene::9821	Pathway::WP2377_r80437
Gene::5721	Pathway::PC7_2952
Gene::2793	Pathway::PC7_4158
Gene::2250	Pathway::PC7_7460
Gene::23759	Pathway::PC7_2035
Gene::401505	Pathway::PC7_5330
Gene::10000	Pathway::PC7_7446
Gene::7316	Pathway::PC7_7784
Gene::1499	Pathway::WP2272_r78594
Gene::1815	Pathway::PC7_3318
Gene::5519	Pathway::PC7_5124
Gene::572	Pathway::PC7_2925
Gene::162	Pathway::PC7_4688
Gene::728441	Pathway::PC7_4258
Gene::4686	Pathway::PC7_5972
Gene::4535	Pathway::WP111_r82216
Gene::8334	Pathway::PC7_11610
Gene::4927	Pathway::PC7_4768
Gene::5705	Pathway::PC7_2278
Gene::3125	Pathway::PC7_1563
Gene::1890	Pathway::PC7_6663
Gene::6428	Pathway::PC7_6589
Gene::5295	Pathway::PC7_7449
Gene::51422	Pathway::PC7_4749
Gene::8359	Pathway::PC7_6797
Gene::50834	Pathway::PC7_4043
Gene::245911	Pathway::PC7_2064
Gene::3836	Pathway::PC7_4727
Gene::8751	Pathway::PC7_3777
Gene::5313	Pathway::PC7_6898
Gene::8515	Pathway::PC7_4449
Gene::9555	Pathway::PC7_1178
Gene::2108	Pathway::PC7_8229
Gene::5699	Pathway::PC7_6815
Gene::7766	Pathway::PC7_4116
Gene::25974	Pathway::PC7_2651
Gene::2530	Pathway::WP3584_r84776
Gene::79175	Pathway::PC7_4116
Gene::8945	Pathway::PC7_3278
Gene::27087	Pathway::PC7_3018
Gene::3146	Pathway::PC7_1580
Gene::10971	Pathway::WP536_r80211
Gene::392399	Pathway::PC7_6065
Gene::51684	Pathway::PC7_3060
Gene::6142	Pathway::PC7_5973
Gene::56938	Pathway::PC7_2008
Gene::7188	Pathway::WP2036_r84527
Gene::5261	Pathway::PC7_2500
Gene::100507436	Pathway::WP2328_r84648
Gene::30814	Pathway::PC7_1558
Gene::54209	Pathway::PC7_4688
Gene::3841	Pathway::PC7_2907
Gene::406	Pathway::PC7_6777
Gene::7157	Pathway::PC7_1545
Gene::5684	Pathway::PC7_1684
Gene::2979	Pathway::PC7_4693
Gene::57030	Pathway::PC7_6059
Gene::8517	Pathway::PC7_12281
Gene::2703	Pathway::PC7_4101
Gene::1871	Pathway::PC7_2264
Gene::2264	Pathway::PC7_7718
Gene::5688	Pathway::PC7_1128
Gene::2147	Pathway::PC7_4100
Gene::2	Pathway::PC7_4992
Gene::7311	Pathway::PC7_4467
Gene::390054	Pathway::PC7_6044
Gene::26538	Pathway::PC7_4043
Gene::93100	Pathway::PC7_5907
Gene::1573	Pathway::WP43_r84102
Gene::5595	Pathway::PC7_5876
Gene::5526	Pathway::PC7_2701
Gene::6654	Pathway::WP2643_r74251
Gene::10121	Pathway::PC7_5529
Gene::253558	Pathway::PC7_5326
Gene::203068	Pathway::WP2359_r72121
Gene::3673	Pathway::PC7_7719
Gene::1386	Pathway::WP23_r79985
Gene::4361	Pathway::PC7_2910
Gene::7098	Pathway::PC7_6787
Gene::1975	Pathway::PC7_685
Gene::5698	Pathway::PC7_4438
Gene::506	Pathway::PC7_5517
Gene::51302	Pathway::PC7_7755
Gene::7298	Pathway::PC7_5322
Gene::5819	Pathway::PC7_4689
Gene::64147	Pathway::PC7_3869
Gene::25970	Pathway::WP2380_r79953
Gene::390067	Pathway::PC7_4043
Gene::5590	Pathway::PC7_5882
Gene::51070	Pathway::PC7_5328
Gene::5588	Pathway::WP428_r79854
Gene::3932	Pathway::WP2203_r78549
Gene::23279	Pathway::PC7_4365
Gene::6883	Pathway::PC7_3278
Gene::6428	Pathway::PC7_8317
Gene::8503	Pathway::PC7_7439
Gene::4698	Pathway::PC7_6942
Gene::747	Pathway::PC7_4043
Gene::5983	Pathway::PC7_8321
Gene::6344	Pathway::PC7_7439
Gene::4088	Pathway::PC7_4116
Gene::540	Pathway::PC7_8339
Gene::59345	Pathway::PC7_6515
Gene::6227	Pathway::PC7_685
Gene::5719	Pathway::PC7_2833
Gene::1026	Pathway::PC7_7445
Gene::7225	Pathway::PC7_3652
Gene::183	Pathway::PC7_1123
Gene::5683	Pathway::PC7_1130
Gene::57761	Pathway::PC7_7475
Gene::5899	Pathway::PC7_7463
Gene::6188	Pathway::PC7_7357
Gene::55845	Pathway::PC7_7482
Gene::4893	Pathway::PC7_1163
Gene::2151	Pathway::PC7_6098
Gene::5687	Pathway::PC7_7484
Gene::7414	Pathway::PC7_5551
Gene::7323	Pathway::PC7_6086
Gene::51726	Pathway::PC7_8631
Gene::8323	Pathway::PC7_11018
Gene::131669	Pathway::PC7_4482
Gene::842	Pathway::PC7_6993
Gene::121504	Pathway::PC7_6923
Gene::136	Pathway::PC7_7439
Gene::121601	Pathway::PC7_8339
Gene::1981	Pathway::PC7_8331
Gene::6093	Pathway::PC7_1863
Gene::5576	Pathway::PC7_8701
Gene::9148	Pathway::PC7_5981
Gene::196051	Pathway::PC7_3886
Gene::8514	Pathway::WP702_r73516
Gene::23279	Pathway::PC7_5533
Gene::3973	Pathway::PC7_4490
Gene::90249	Pathway::PC7_6993
Gene::10014	Pathway::PC7_7488
Gene::5209	Pathway::PC7_5322
Gene::3265	Pathway::PC7_1539
Gene::5704	Pathway::PC7_1877
Gene::3915	Pathway::PC7_3366
Gene::9491	Pathway::PC7_5528
Gene::9738	Pathway::PC7_2534
Gene::3572	Pathway::WP615_r81193
